Date,Shop_ID,Shop_Name,City,Product_ID,Product_Name,Category,Supplier_Name,Quantity_Stocked,Quantity_Sold,Price_per_Unit (₹),Revenue (₹),Wastage_Units,Storage_Type,Feedback_Score
2024-08-26,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,27,22,40.0,880.0,5,Refrigerated,3
2024-08-27,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,47,27,42.0,1134.0,20,Refrigerated,3
2024-08-27,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,55,41,38.0,1558.0,14,Ambient,4
2024-08-27,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,61,40,240.0,9600.0,21,Ice Box,3
2024-08-27,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,61,38,72.0,2736.0,23,Refrigerated,2
2024-08-27,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,37,23,25.0,575.0,14,Ambient,2
2024-08-27,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,42,38,35.0,1330.0,4,Ambient,4
2024-08-27,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,29,21,420.0,8820.0,8,Ambient,4
2024-08-27,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,19,10,155.0,1550.0,9,Ambient,3
2024-08-27,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,33,21,20.0,420.0,12,Ambient,3
2024-08-27,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,18,10,40.0,400.0,8,Refrigerated,3
2024-08-28,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,49,26,42.0,1092.0,23,Refrigerated,2
2024-08-28,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,68,58,38.0,2204.0,10,Ambient,4
2024-08-28,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,65,41,240.0,9840.0,24,Ice Box,3
2024-08-28,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,39,23,72.0,1656.0,16,Refrigerated,2
2024-08-28,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,64,45,25.0,1125.0,19,Ambient,4
2024-08-28,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,25,14,35.0,490.0,11,Ambient,2
2024-08-28,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,49,43,420.0,18060.0,6,Ambient,4
2024-08-28,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,49,32,155.0,4960.0,17,Ambient,3
2024-08-28,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,43,29,20.0,580.0,14,Ambient,2
2024-08-28,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,47,33,40.0,1320.0,14,Refrigerated,4
2024-08-29,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,24,24,42.0,1008.0,0,Refrigerated,4
2024-08-29,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,39,25,38.0,950.0,14,Ambient,3
2024-08-29,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,62,56,240.0,13440.0,6,Ice Box,5
2024-08-29,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,64,52,72.0,3744.0,12,Refrigerated,4
2024-08-29,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,35,30,25.0,750.0,5,Ambient,3
2024-08-29,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,50,46,35.0,1610.0,4,Ambient,5
2024-08-29,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,43,42,420.0,17640.0,1,Ambient,5
2024-08-29,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,37,25,155.0,3875.0,12,Ambient,3
2024-08-29,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,17,15,20.0,300.0,2,Ambient,4
2024-08-29,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,25,16,40.0,640.0,9,Refrigerated,3
2024-08-30,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,46,30,42.0,1260.0,16,Refrigerated,3
2024-08-30,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,41,34,38.0,1292.0,7,Ambient,3
2024-08-30,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,42,40,240.0,9600.0,2,Ice Box,5
2024-08-30,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,60,33,72.0,2376.0,27,Refrigerated,3
2024-08-30,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,41,38,25.0,950.0,3,Ambient,4
2024-08-30,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,54,51,35.0,1785.0,3,Ambient,4
2024-08-30,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,15,8,420.0,3360.0,7,Ambient,2
2024-08-30,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,18,16,155.0,2480.0,2,Ambient,3
2024-08-30,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,41,22,20.0,440.0,19,Ambient,2
2024-08-30,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,34,24,40.0,960.0,10,Refrigerated,3
2024-08-31,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,46,36,42.0,1512.0,10,Refrigerated,3
2024-08-31,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,27,21,38.0,798.0,6,Ambient,4
2024-08-31,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,29,17,240.0,4080.0,12,Ice Box,3
2024-08-31,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,66,52,72.0,3744.0,14,Refrigerated,4
2024-08-31,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,31,24,25.0,600.0,7,Ambient,4
2024-08-31,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,57,46,35.0,1610.0,11,Ambient,4
2024-08-31,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,23,19,420.0,7980.0,4,Ambient,4
2024-08-31,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,37,27,155.0,4185.0,10,Ambient,3
2024-08-31,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,48,28,20.0,560.0,20,Ambient,3
2024-08-31,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,34,26,40.0,1040.0,8,Refrigerated,4
2024-09-01,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,65,54,42.0,2268.0,11,Refrigerated,4
2024-09-01,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,37,36,38.0,1368.0,1,Ambient,5
2024-09-01,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,28,16,240.0,3840.0,12,Ice Box,2
2024-09-01,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,24,19,72.0,1368.0,5,Refrigerated,3
2024-09-01,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,42,25,25.0,625.0,17,Ambient,2
2024-09-01,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,27,23,35.0,805.0,4,Ambient,3
2024-09-01,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,27,27,420.0,11340.0,0,Ambient,5
2024-09-01,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,15,10,155.0,1550.0,5,Ambient,3
2024-09-01,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,21,19,20.0,380.0,2,Ambient,5
2024-09-01,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,22,12,40.0,480.0,10,Refrigerated,3
2024-09-02,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,55,51,42.0,2142.0,4,Refrigerated,5
2024-09-02,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,22,17,38.0,646.0,5,Ambient,3
2024-09-02,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,51,50,240.0,12000.0,1,Ice Box,5
2024-09-02,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,27,20,72.0,1440.0,7,Refrigerated,4
2024-09-02,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,47,43,25.0,1075.0,4,Ambient,4
2024-09-02,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,57,51,35.0,1785.0,6,Ambient,3
2024-09-02,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,38,36,420.0,15120.0,2,Ambient,5
2024-09-02,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,34,18,155.0,2790.0,16,Ambient,3
2024-09-02,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,44,41,20.0,820.0,3,Ambient,5
2024-09-02,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,40,39,40.0,1560.0,1,Refrigerated,5
2024-09-03,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,53,34,42.0,1428.0,19,Refrigerated,2
2024-09-03,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,44,44,38.0,1672.0,0,Ambient,5
2024-09-03,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,70,39,240.0,9360.0,31,Ice Box,3
2024-09-03,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,58,56,72.0,4032.0,2,Refrigerated,5
2024-09-03,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,68,65,25.0,1625.0,3,Ambient,4
2024-09-03,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,31,21,35.0,735.0,10,Ambient,3
2024-09-03,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,37,25,420.0,10500.0,12,Ambient,2
2024-09-03,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,21,16,155.0,2480.0,5,Ambient,4
2024-09-03,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,40,23,20.0,460.0,17,Ambient,2
2024-09-03,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,21,12,40.0,480.0,9,Refrigerated,2
2024-09-04,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,70,43,42.0,1806.0,27,Refrigerated,3
2024-09-04,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,30,16,38.0,608.0,14,Ambient,2
2024-09-04,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,70,53,240.0,12720.0,17,Ice Box,3
2024-09-04,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,56,44,72.0,3168.0,12,Refrigerated,3
2024-09-04,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,23,20,25.0,500.0,3,Ambient,4
2024-09-04,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,62,41,35.0,1435.0,21,Ambient,2
2024-09-04,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,17,10,420.0,4200.0,7,Ambient,3
2024-09-04,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,28,20,155.0,3100.0,8,Ambient,4
2024-09-04,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,29,15,20.0,300.0,14,Ambient,3
2024-09-04,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,33,30,40.0,1200.0,3,Refrigerated,4
2024-09-05,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,44,29,42.0,1218.0,15,Refrigerated,3
2024-09-05,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,20,11,38.0,418.0,9,Ambient,2
2024-09-05,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,51,34,240.0,8160.0,17,Ice Box,2
2024-09-05,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,39,30,72.0,2160.0,9,Refrigerated,4
2024-09-05,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,29,21,25.0,525.0,8,Ambient,4
2024-09-05,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,48,28,35.0,980.0,20,Ambient,2
2024-09-05,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,41,36,420.0,15120.0,5,Ambient,3
2024-09-05,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,43,41,155.0,6355.0,2,Ambient,5
2024-09-05,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,17,11,20.0,220.0,6,Ambient,2
2024-09-05,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,25,22,40.0,880.0,3,Refrigerated,3
2024-09-06,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,35,23,42.0,966.0,12,Refrigerated,3
2024-09-06,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,63,37,38.0,1406.0,26,Ambient,2
2024-09-06,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,40,37,240.0,8880.0,3,Ice Box,5
2024-09-06,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,61,47,72.0,3384.0,14,Refrigerated,4
2024-09-06,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,59,44,25.0,1100.0,15,Ambient,4
2024-09-06,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,47,46,35.0,1610.0,1,Ambient,5
2024-09-06,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,22,15,420.0,6300.0,7,Ambient,3
2024-09-06,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,23,16,155.0,2480.0,7,Ambient,3
2024-09-06,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,30,22,20.0,440.0,8,Ambient,4
2024-09-06,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,44,27,40.0,1080.0,17,Refrigerated,2
2024-09-07,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,24,24,42.0,1008.0,0,Refrigerated,5
2024-09-07,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,43,27,38.0,1026.0,16,Ambient,2
2024-09-07,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,51,51,240.0,12240.0,0,Ice Box,4
2024-09-07,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,65,50,72.0,3600.0,15,Refrigerated,3
2024-09-07,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,67,59,25.0,1475.0,8,Ambient,4
2024-09-07,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,63,57,35.0,1995.0,6,Ambient,4
2024-09-07,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,28,23,420.0,9660.0,5,Ambient,3
2024-09-07,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,33,30,155.0,4650.0,3,Ambient,5
2024-09-07,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,45,35,20.0,700.0,10,Ambient,3
2024-09-07,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,30,28,40.0,1120.0,2,Refrigerated,4
2024-09-08,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,59,54,42.0,2268.0,5,Refrigerated,5
2024-09-08,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,46,35,38.0,1330.0,11,Ambient,3
2024-09-08,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,64,59,240.0,14160.0,5,Ice Box,5
2024-09-08,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,56,42,72.0,3024.0,14,Refrigerated,3
2024-09-08,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,27,26,25.0,650.0,1,Ambient,5
2024-09-08,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,47,32,35.0,1120.0,15,Ambient,2
2024-09-08,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,22,15,420.0,6300.0,7,Ambient,3
2024-09-08,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,15,15,155.0,2325.0,0,Ambient,5
2024-09-08,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,21,18,20.0,360.0,3,Ambient,3
2024-09-08,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,31,28,40.0,1120.0,3,Refrigerated,5
2024-09-09,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,33,33,42.0,1386.0,0,Refrigerated,4
2024-09-09,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,31,25,38.0,950.0,6,Ambient,3
2024-09-09,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,67,38,240.0,9120.0,29,Ice Box,2
2024-09-09,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,51,46,72.0,3312.0,5,Refrigerated,5
2024-09-09,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,56,38,25.0,950.0,18,Ambient,3
2024-09-09,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,46,43,35.0,1505.0,3,Ambient,4
2024-09-09,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,26,22,420.0,9240.0,4,Ambient,3
2024-09-09,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,38,25,155.0,3875.0,13,Ambient,2
2024-09-09,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,25,23,20.0,460.0,2,Ambient,5
2024-09-09,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,25,16,40.0,640.0,9,Refrigerated,3
2024-09-10,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,68,46,42.0,1932.0,22,Refrigerated,2
2024-09-10,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,56,35,38.0,1330.0,21,Ambient,2
2024-09-10,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,66,65,240.0,15600.0,1,Ice Box,4
2024-09-10,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,30,23,72.0,1656.0,7,Refrigerated,3
2024-09-10,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,27,16,25.0,400.0,11,Ambient,3
2024-09-10,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,36,29,35.0,1015.0,7,Ambient,3
2024-09-10,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,37,32,420.0,13440.0,5,Ambient,3
2024-09-10,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,46,30,155.0,4650.0,16,Ambient,3
2024-09-10,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,17,13,20.0,260.0,4,Ambient,4
2024-09-10,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,31,19,40.0,760.0,12,Refrigerated,3
2024-09-11,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,23,22,42.0,924.0,1,Refrigerated,4
2024-09-11,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,21,13,38.0,494.0,8,Ambient,3
2024-09-11,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,23,16,240.0,3840.0,7,Ice Box,2
2024-09-11,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,51,45,72.0,3240.0,6,Refrigerated,3
2024-09-11,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,33,33,25.0,825.0,0,Ambient,4
2024-09-11,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,70,67,35.0,2345.0,3,Ambient,4
2024-09-11,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,32,20,420.0,8400.0,12,Ambient,3
2024-09-11,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,48,36,155.0,5580.0,12,Ambient,4
2024-09-11,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,17,12,20.0,240.0,5,Ambient,3
2024-09-11,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,37,26,40.0,1040.0,11,Refrigerated,3
2024-09-12,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,40,39,42.0,1638.0,1,Refrigerated,5
2024-09-12,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,51,34,38.0,1292.0,17,Ambient,2
2024-09-12,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,57,51,240.0,12240.0,6,Ice Box,3
2024-09-12,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,43,40,72.0,2880.0,3,Refrigerated,4
2024-09-12,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,45,41,25.0,1025.0,4,Ambient,4
2024-09-12,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,38,22,35.0,770.0,16,Ambient,2
2024-09-12,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,19,16,420.0,6720.0,3,Ambient,3
2024-09-12,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,47,41,155.0,6355.0,6,Ambient,3
2024-09-12,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,28,23,20.0,460.0,5,Ambient,3
2024-09-12,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,50,28,40.0,1120.0,22,Refrigerated,2
2024-09-13,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,58,36,42.0,1512.0,22,Refrigerated,3
2024-09-13,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,68,56,38.0,2128.0,12,Ambient,3
2024-09-13,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,53,53,240.0,12720.0,0,Ice Box,4
2024-09-13,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,43,36,72.0,2592.0,7,Refrigerated,4
2024-09-13,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,29,28,25.0,700.0,1,Ambient,5
2024-09-13,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,44,43,35.0,1505.0,1,Ambient,5
2024-09-13,KIR002,Annapurna Kirana Store,Bangalore,107,Basmati Rice 5kg,Grocery,India Gate,44,34,420.0,14280.0,10,Ambient,4
2024-09-13,KIR002,Annapurna Kirana Store,Bangalore,108,Sunflower Oil 1L,Grocery,Fortune,21,15,155.0,2325.0,6,Ambient,3
2024-09-13,KIR002,Annapurna Kirana Store,Bangalore,109,Chips (Large),Snacks,Lays,38,33,20.0,660.0,5,Ambient,4
2024-09-13,KIR002,Annapurna Kirana Store,Bangalore,110,Cold Drink 500ml,Beverages,Coca-Cola,37,30,40.0,1200.0,7,Refrigerated,3
2024-09-14,KIR002,Annapurna Kirana Store,Bangalore,101,Milk,Dairy,Nandini Dairy,31,26,42.0,1092.0,5,Refrigerated,3
2024-09-14,KIR002,Annapurna Kirana Store,Bangalore,102,Bread (Loaf),Bakery,Britannia,60,60,38.0,2280.0,0,Ambient,5
2024-09-14,KIR002,Annapurna Kirana Store,Bangalore,103,Chicken,Meat,Licious Local Agent,40,35,240.0,8400.0,5,Ice Box,3
2024-09-14,KIR002,Annapurna Kirana Store,Bangalore,104,Eggs (Dozen),Dairy,NECC,60,53,72.0,3816.0,7,Refrigerated,4
2024-09-14,KIR002,Annapurna Kirana Store,Bangalore,105,Banana,Fruits,KR Market Supplier,58,36,25.0,900.0,22,Ambient,3
2024-09-14,KIR002,Annapurna Kirana Store,Bangalore,106,Spinach,Vegetables,Organic Farm Co-op,45,40,35.0,1400.0,5,Ambient,3
